run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.class_1_recall,metrics.false_negatives,metrics.true_negatives,metrics.class_0_recall,metrics.class_0_support,metrics.class_0_precision,metrics.class_0_f1,metrics.true_positives,metrics.cv_std,metrics.class_1_f1,metrics.class_1_precision,metrics.cv_mean,metrics.accuracy,metrics.training_time,metrics.class_1_support,metrics.false_positives,params.algorithm,params.metric,params.weights,params.n_neighbors,tags.mlflow.source.git.commit,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.source.name,tags.mlflow.runName,tags.mlflow.log-model.history,tags.python_version,tags.cpu_count,tags.os_version,tags.os_name,tags.processor,tags.ram_gb,tags.runtime
94bed035aa724b47ad251d20afd40b66,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/94bed035aa724b47ad251d20afd40b66/artifacts,2025-01-06 13:33:53.387000+00:00,2025-01-06 13:33:53.455000+00:00,,,,,,,,,,,,,,,,,,,,,3853ac44f3fe93406791a29d0baae229b26e0411,toobatech,LOCAL,compare_runs.py,zealous-dolphin-743,,,,,,,,
43429b7266484c8e973ad8dfeebac57a,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/43429b7266484c8e973ad8dfeebac57a/artifacts,2025-01-06 13:32:17.331000+00:00,2025-01-06 13:32:17.433000+00:00,,,,,,,,,,,,,,,,,,,,,3853ac44f3fe93406791a29d0baae229b26e0411,toobatech,LOCAL,compare_runs.py,dapper-rook-512,,,,,,,,
76aa1d2ae9d54030ac68dad10f326c16,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/76aa1d2ae9d54030ac68dad10f326c16/artifacts,2025-01-06 13:25:44.249000+00:00,2025-01-06 13:25:44.317000+00:00,,,,,,,,,,,,,,,,,,,,,3853ac44f3fe93406791a29d0baae229b26e0411,toobatech,LOCAL,compare_runs.py,gentle-hen-193,,,,,,,,
d0ea3574a56347599472eaf48558172e,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/d0ea3574a56347599472eaf48558172e/artifacts,2025-01-06 08:55:31.119000+00:00,2025-01-06 08:55:32.909000+00:00,0.71875,9.0,24.0,0.8275862068965517,29.0,0.7272727272727273,0.7741935483870968,23.0,0.046039773994730505,0.7666666666666666,0.8214285714285714,0.7105442176870749,0.7704918032786885,0.006863594055175781,32.0,5.0,auto,chebyshev,distance,9,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,worried-auk-362,"[{""run_id"": ""d0ea3574a56347599472eaf48558172e"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:55:31.746472"", ""model_uuid"": ""84796ad0e8ad4fc995f48bca9a8ac2cc"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:25:31
c312c555cd1747a79d8318eb0484e10f,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/c312c555cd1747a79d8318eb0484e10f/artifacts,2025-01-06 08:54:53.911000+00:00,2025-01-06 08:54:55.415000+00:00,0.84375,5.0,25.0,0.8620689655172413,29.0,0.8333333333333334,0.847457627118644,27.0,0.039398012187659065,0.8571428571428571,0.8709677419354839,0.8221088435374149,0.8524590163934426,0.0068662166595458984,32.0,4.0,ball_tree,manhattan,uniform,7,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,nebulous-eel-637,"[{""run_id"": ""c312c555cd1747a79d8318eb0484e10f"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:54:54.278016"", ""model_uuid"": ""9b85968119eb40d48a42be4fd756b160"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:24:53
7ede95a68a20413b94bd4a7f2c59ae1d,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/7ede95a68a20413b94bd4a7f2c59ae1d/artifacts,2025-01-06 08:53:53.369000+00:00,2025-01-06 08:53:55.364000+00:00,0.84375,5.0,25.0,0.8620689655172413,29.0,0.8333333333333334,0.847457627118644,27.0,0.039398012187659065,0.8571428571428571,0.8709677419354839,0.8221088435374149,0.8524590163934426,0.004224300384521484,32.0,4.0,auto,manhattan,uniform,7,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,languid-mule-94,"[{""run_id"": ""7ede95a68a20413b94bd4a7f2c59ae1d"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:53:53.956350"", ""model_uuid"": ""8eac84a9cfbd44ebb3e35936d5e87d26"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:23:53
47f30ce7d807414795e6144ef49d9655,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/47f30ce7d807414795e6144ef49d9655/artifacts,2025-01-06 08:38:18.844000+00:00,2025-01-06 08:38:20.638000+00:00,0.875,4.0,27.0,0.9310344827586207,29.0,0.8709677419354839,0.9,28.0,0.033356319299447885,0.9032258064516129,0.9333333333333333,0.8016156462585033,0.9016393442622951,0.0037772655487060547,32.0,2.0,auto,euclidean,distance,7,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,unique-owl-925,"[{""run_id"": ""47f30ce7d807414795e6144ef49d9655"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:38:19.407888"", ""model_uuid"": ""73e8b7e8bf3e4f6ea853d5256459c0a5"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:08:18
031895e3b4a7479f8e4ff1ebf4e6478d,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/031895e3b4a7479f8e4ff1ebf4e6478d/artifacts,2025-01-06 08:37:07.074000+00:00,2025-01-06 08:37:08.914000+00:00,0.90625,3.0,27.0,0.9310344827586207,29.0,0.9,0.9152542372881356,29.0,0.033153888435383534,0.9206349206349206,0.9354838709677419,0.80578231292517,0.9180327868852459,0.0066416263580322266,32.0,2.0,auto,euclidean,uniform,7,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,nimble-fowl-797,"[{""run_id"": ""031895e3b4a7479f8e4ff1ebf4e6478d"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:37:07.659565"", ""model_uuid"": ""a526b672db354fc4bbfe58e8e08d748e"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:07:07
5082fe6378c64530a873829d6357935b,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/5082fe6378c64530a873829d6357935b/artifacts,2025-01-06 08:36:06.187000+00:00,2025-01-06 08:36:07.828000+00:00,0.875,4.0,27.0,0.9310344827586207,29.0,0.8709677419354839,0.9,28.0,0.044132243454248495,0.9032258064516129,0.9333333333333333,0.8058673469387756,0.9016393442622951,0.006741523742675781,32.0,2.0,auto,euclidean,distance,5,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,melodic-lamb-28,"[{""run_id"": ""5082fe6378c64530a873829d6357935b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:36:06.614402"", ""model_uuid"": ""a1606247af444d508b872665355f3a50"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:06:06
8014a85ac0ba45a4a14fa2d647d0242e,1,FINISHED,/home/toobatech/fazli/MLFlow_Nexus/mlruns/1/8014a85ac0ba45a4a14fa2d647d0242e/artifacts,2025-01-06 08:34:47.562000+00:00,2025-01-06 08:34:49.295000+00:00,0.84375,5.0,24.0,0.8275862068965517,29.0,0.8275862068965517,0.8275862068965517,27.0,0.045479287720353985,0.84375,0.84375,0.8384353741496599,0.8360655737704918,0.006670475006103516,32.0,5.0,auto,manhattan,uniform,5,d9ed732d0639f400c2d3abd51302c07ed8422d4d,toobatech,LOCAL,model.py,hilarious-shad-330,"[{""run_id"": ""8014a85ac0ba45a4a14fa2d647d0242e"", ""artifact_path"": ""model"", ""utc_time_created"": ""2025-01-06 08:34:48.125327"", ""model_uuid"": ""02b59994b797492497ca57d340f0e576"", ""flavors"": {""python_function"": {""model_path"": ""model.pkl"", ""predict_fn"": ""predict"", ""loader_module"": ""mlflow.sklearn"", ""python_version"": ""3.8.10"", ""env"": {""conda"": ""conda.yaml"", ""virtualenv"": ""python_env.yaml""}}, ""sklearn"": {""pickled_model"": ""model.pkl"", ""sklearn_version"": ""1.3.2"", ""serialization_format"": ""cloudpickle"", ""code"": null}}}]",3.8.10,6,#137~20.04.1-Ubuntu SMP Fri Nov 15 14:46:54 UTC 2024,Linux,x86_64,15.48,2025-01-06 12:04:47
